u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
-0.5365792033212604,28.78903095167376,29.48340719330614,3.261645626839353,28.01795808015583,0.5652338201844522,-2.001196235726201,1.102929961218834,33.963861096268595,28.029041842888194,25.898110928468498,0.0038266910774453,70
2.5758240819261484,28.80984747028407,29.469507798409172,2.730509533599323,28.01796464280954,67.28882619427684,-2.430399121140749,-2.923408462730956,33.96016880066003,28.02590650584625,25.918300682778806,-2.8703445703565067,70
11.680382617985002,28.82236661224171,29.45691071546044,3.0023350936724533,28.01796934515641,263.52247180362366,-2.7612021071114907,-5.951499504038448,33.96159612885496,28.027907874352483,25.91857923160736,-5.0360552313239335,70
18.344351064061343,28.82998579923816,29.447234694983536,3.1737876316093487,28.017972714535173,407.3423252830585,-2.976689395765063,-7.932610181693478,33.97132291897657,28.03049267582414,25.91077961476081,-6.453058717928763,70
23.36459735261598,28.835445185282232,29.4496662508352,3.207916797323326,28.017975128800558,515.3040459531119,-3.077532632342364,-8.996271640282863,33.981927698322295,28.026946073071272,25.905190945079774,-7.213006675910665,70
27.18324348175442,28.858050060468905,29.44841571369952,3.3481216205504567,28.01797685869729,597.638124546707,-3.190037379195426,-10.044978985220803,33.97844814858354,28.023980027586077,25.9036539738841,-7.962350835323954,70
30.11226993212179,28.897248324953694,29.45032211958601,3.756464706439516,28.017978098222468,660.9274303612647,-3.32221884856388,-11.6710747139443,33.97477237646504,28.031085145765218,25.915664408798023,-9.115770386062964,70
32.3705295903431,28.904081958040564,29.458060023542657,4.3527486831461255,28.017978986381067,709.8348557684891,-3.4121150347320928,-13.652004834941264,33.980024998260475,28.04859318146545,25.90743718769976,-10.508898385652357,70
34.05604655331111,28.88536571648708,29.472050305521552,5.033719639021022,28.01797962277451,746.443636135331,-3.4514463190840483,-15.82118190213862,33.98864875552272,28.051367985199537,25.891410404048887,-12.029210014311795,70
35.40966082566902,28.867631198765057,29.455404709093006,5.580912176211102,28.01798007877034,775.7379084229801,-3.475940826188268,-17.480033198521788,33.98714887468573,28.046036745695357,25.881665669538663,-13.19083354067608,70
36.76434696632635,28.853965243377782,29.439042339714547,5.864813365436544,28.01798040550563,804.6562232369686,-3.5122005140565467,-18.19244004128991,33.97687221310785,28.048695178393157,25.872215776533636,-13.693054668348054,70
38.09115109062052,28.84363269037481,29.432154326814832,5.783809414924204,28.017980639621697,832.815188530177,-3.551326065683987,-17.75476195139299,33.97657519426607,28.05060002865817,25.864053466087217,-13.395062578503657,70
39.28957017696376,28.82424636561104,29.44124946877301,5.2622205733003495,28.017980807373185,857.7561643482842,-3.495329104266616,-16.09355676320565,33.96675043099221,28.054379128120665,25.86375675772,-12.23051229755822,70
40.39371640787352,28.78969964259026,29.441039426582066,5.013413252582798,28.01798092757238,880.9894366380735,-3.478910654672533,-15.125150436695618,33.94516935441939,28.06660089350143,25.86852489510637,-11.55205685752637,70
41.54603414660046,28.754712501317595,29.445765306742395,5.505143937150908,28.01798101369887,905.6765316890678,-3.522519329311069,-16.066637997181164,33.93356818555743,28.077854038004315,25.88717283179445,-12.21219203414922,70
42.58641811235405,28.735002276061163,29.45495234788291,6.420422442435675,28.017981075411196,928.1637397771912,-3.498739420270495,-18.120104911204656,33.939081662494075,28.07986899039932,25.880157783537623,-13.642045926968082,70
43.071427127238,28.7371245951798,29.46049177584156,7.429763500438113,28.022809548841288,938.8229699135107,-3.384581699977125,-20.73430593115902,33.95615839075081,28.078719904384656,25.87517152670797,-15.453976420741164,70
43.12347204366041,28.75238171543809,29.4644609494166,8.36739951085367,28.03783502794448,940.6267585816552,-3.323765432358206,-23.37833368754204,33.96489602702246,28.061502392357077,25.89853056875117,-17.29497774459091,70
42.90440116832404,28.76422134188141,29.46915560077165,9.113083542395437,28.032207098258752,937.2360412820644,-3.3955443661031297,-25.72006247658529,33.970117622662656,28.049165505899133,25.89821166713642,-18.937912038439343,70
42.5457462468672,28.773479946100068,29.469244740303168,9.707860533917,28.03058872503086,931.0347403189168,-3.5366477113918937,-27.745633579935443,33.96425960599842,28.04010626642197,25.86910916476659,-20.368728674682213,70
42.20179022026947,28.781465196112663,29.46995842769076,10.203537264966732,28.03762618790065,925.2397295219124,-3.70469638801662,-29.459243797479004,33.951211308001,28.03308932283622,25.86219539548879,-21.584761697132635,70
42.027896312187856,28.799169604788425,29.47035815062192,10.406150562565529,28.042668750393855,921.6807097430878,-3.704868069224862,-30.218284394156225,33.94369187979564,28.034293503334386,25.88360221009868,-22.11640719515914,70
42.23677711337497,28.807587110070934,29.463432475909524,10.26633866928635,28.046281904305765,924.9388090434988,-3.525178529780113,-29.62546408531807,33.949374920472664,28.04829920762429,25.91310878286812,-21.68311286921025,70
42.700365345278406,28.82034447843376,29.4549920975644,10.299355011726272,28.048212420048397,933.971540329312,-3.406488489493888,-29.3673825455496,33.95217758702953,28.04585028418044,25.93279411046153,-21.487621616532707,70
43.34495005558068,28.827674978839507,29.45326240203368,10.845729520730048,28.045604335866773,948.7837368087272,-3.579677610519155,-30.49537824149952,33.96008896702408,28.058815569666223,25.936714474741944,-22.293766271153302,70
44.02153827876121,28.845048192058385,29.43841890542595,11.738927085916348,28.040188265252205,966.4591775697232,-4.12778282414562,-32.54011116415482,33.96384098840671,28.047240313315186,25.93411629700989,-23.77487783502762,70
44.514811887039606,28.869142305041585,29.4162730092591,12.8009398977771,28.044504559036355,981.95553423837,-4.961008603385509,-35.18718444019422,33.9605571650195,28.04136049431738,25.943279594873417,-25.701395090365654,70
44.9242782725455,28.87550470053376,29.41628601433472,14.002159875021896,28.04759731867833,996.9264997191306,-5.991613690584537,-38.23153667863811,33.965264531573766,28.045344497864725,25.93301231093305,-27.93128433269573,70
45.48229576708877,28.866118068914183,29.41492981119721,15.352973071634445,28.047399163192253,1015.5493340222456,-7.08935800333164,-41.544491938267605,33.955408654719264,28.05061337575348,25.89640074486223,-30.364435745166578,70
46.06691232304556,28.8562973610263,29.416950872222497,16.7949316482008,28.039060100622347,1034.711649523526,-8.108970809918127,-44.94931757909992,33.95307817175323,28.064999984297764,25.86667667360383,-32.85864452234018,70
