u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
-1.1709906153363463,24.5455118869096,23.35128561302901,2.2622143834993294,22.39631930087548,0.0039365948845657,-1.999336485190475,1.0979182233557707,23.144679687269992,22.52571289116835,22.396370658116147,1.1286455639885462e-11,62
0.9332131463016125,24.55722196783514,23.348895438116745,1.1556718886578057,22.384776808443146,26.484024812628256,-3.2712854821547723,10.93224066693278,23.133985227456407,22.533822555259203,22.395333366097283,6.862010836927278,62
5.773019219237684,24.57518448090381,23.34223586572505,-0.6072800844184615,22.38280674412517,115.25923573822726,-4.344653036848156,18.95166668705572,23.139491308907324,22.536457492497263,22.387793416821975,12.4736678601587,62
12.588634255124074,24.606821353011647,23.31967534673592,-2.743875291058524,22.39043771183129,249.7527597530728,-4.940075126199009,24.135125428492017,23.162188399124805,22.569694292695928,22.374602483917,16.087057318786858,62
20.86075422365923,24.642170572642843,23.30259796847861,-4.937551638514794,22.38295123964273,417.0148497029098,-5.0251342076212255,26.79077637836899,23.16771428320073,22.60958662401857,22.37047844192867,17.90405702428879,62
30.10266775152092,24.67724345587687,23.306911348152973,-7.929540998500409,22.384471367511104,607.8155215132061,-5.478171535366706,30.06399670018169,23.16594988910617,22.62486863742638,22.36400146575828,20.195612376994987,62
39.949985160228536,24.702216397392665,23.317214963776667,-12.648380734521403,22.38430672147148,815.4246897490096,-6.541947544011561,35.94933419751749,23.16867339690764,22.65380678338744,22.350147220095597,24.4031741626709,62
50.27707371579381,24.716609867695645,23.34448355852859,-17.595221358116216,22.384523716712938,1034.9642817244992,-7.46238052469083,40.76467149103169,23.17268576247485,22.664126468710236,22.341220391996963,27.864920939429933,62
61.12383444323048,24.7312074389439,23.37874087306912,-21.26189872095787,22.39336116724212,1263.145935928464,-7.630976588054397,42.24712644113262,23.164629952163224,22.66254415532239,22.347957130982163,28.89696502362304,62
72.26859158472662,24.73101557464389,23.37889652954457,-24.721449658958157,22.402823601262085,1497.5721142050852,-7.687236351587629,42.91863133002538,23.12530694285223,22.6697445533246,22.373918687842774,29.35032436370209,62
83.55556398427177,24.71457361776238,23.36470579664452,-29.063055751560995,22.395415689224045,1736.4323651909492,-7.897923180359053,44.43929008130346,23.11400861525489,22.665079688471963,22.378963071816067,30.428767009578568,62
94.74968890801355,24.69859765565912,23.358741571525503,-35.33181107016456,22.395679653382853,1978.472099098105,-8.664831135565693,47.85593536004088,23.11764194516745,22.65319980124748,22.36260236330143,33.672034153542505,62
103.06921149141496,24.687150378595597,23.352883919045315,-41.32492574321426,22.407221434637403,2222.919062948416,-14.33328991534647,50.70907846232056,23.11338239046576,22.64707626399072,22.350879403387523,40.0023697601502,62
101.79886007106812,24.66277488069765,23.348536142066926,-54.154693298542405,22.42004571724141,2468.880956301816,-34.118767417326296,59.68502992062983,23.12828327616792,22.644427515598192,22.352674581154982,48.0355094980021,62
96.88432664683384,24.624424561208013,23.35503194359286,-67.13718039865265,22.436177726123844,2706.395493590158,-56.90745320185626,68.42765963231594,23.055231794786028,22.638211504614468,22.362245018454267,56.83327122187384,62
91.39077411723358,24.5985062656116,23.379253855980025,-78.0312855442802,22.44778258258168,2878.4075701292986,-76.16735525676107,76.52668147634016,23.19930746411072,22.63749171125905,22.36146479883587,65.12368468653604,62
86.20699747549999,24.587072770831856,23.378476983614423,-86.75114834994157,22.43523585428697,3006.0527640469054,-92.24631762872332,83.17456563622397,23.40036024279284,22.6404538723496,22.36724214080656,72.10660135893629,62
81.83357631042163,24.583102690093423,23.33635038691038,-93.41829724280372,22.444457148340312,3117.7585404189667,-105.22440739437069,87.59419060896631,23.425543651411125,22.66046562422837,22.37835603299892,77.02628956821158,62
78.5361637559003,24.5741998351286,23.30404139353102,-98.19012163525376,22.455690140745336,3243.5170715528307,-115.76573590001162,89.34404822911861,23.37713099748165,22.684890626172773,22.378062311659264,79.45999697631814,62
78.23168202782897,24.568398016785338,23.281589989724907,-100.24526605609572,22.45713089193798,3380.072298062594,-121.4323624343172,87.94691377378896,23.36047029844536,22.702391904826765,22.37905521233745,78.71878489157983,62
81.58631115391856,24.580613775942982,23.284689585913583,-98.67152757548683,22.458163235278253,3524.765180703928,-121.70429568705184,83.08278560413065,23.40378852688805,22.688406648593688,22.374465945450925,74.4559489680958,62
83.84291365599616,24.60540298821162,23.3308687928485,-97.53897757699346,22.540946838311267,3645.044051071354,-122.5301877793791,79.54794013079517,23.436636616482737,22.65972950925603,22.361468489543626,71.36372511546703,62
81.99594123622383,24.622017163689325,23.39835869615412,-99.48147059099358,22.60765726048561,3697.8509404899646,-126.81084351850356,80.28363970989946,23.41465702956596,22.66670451906559,22.36353671904213,72.4147630763817,62
81.15095108815954,24.62982301005358,23.52429541553831,-100.8511869810834,22.61072225670314,3731.6907402268903,-129.2710800342273,80.58359978196586,23.432555559702827,22.690246940917948,22.368178320513906,72.94318133935211,62
83.60489775232249,24.646480462348016,23.70731098779295,-99.17045372933994,22.63706241909096,3802.287446207946,-128.00525938510384,77.35229163402477,23.405635370516343,22.682867470415825,22.376990979922837,69.97386104314062,62
88.67670657225794,24.669177893909023,23.83501351736061,-94.27286240890612,22.717516976219773,3899.825722109681,-123.99710816118726,71.25148063126144,23.406701389950697,22.70526765038049,22.385376891210058,64.18488411245349,62
95.62704131578695,24.690055578001704,23.98054472727806,-85.98802886978086,22.798119428222066,4015.801660380006,-118.33084781891696,62.80436000790817,23.57693745750389,22.723994278812714,22.381668010124965,56.09517925467289,62
102.03830020959396,24.706995479953857,24.126234530354303,-77.52458596086782,22.85587360879072,4127.228064039949,-113.43226570203429,54.85079474420274,23.59762605416977,22.71510076763389,22.37136419650153,48.49166428191574,62
106.5836522033706,24.724290838024928,24.171285582248,-71.58006880542206,22.916379301002745,4206.232056956276,-109.91437665303712,49.26497374478635,23.716682049203012,22.76943794356095,22.36106023939753,43.14617113286605,62
110.62893487066223,24.74003933176288,24.18101517938744,-65.76183727551009,22.976683776235888,4273.205633630038,-106.74315113491906,44.02431427471466,23.56286200080574,22.840998748332247,22.362315041812,38.21105775995158,62
114.63326959290296,24.740761553380587,24.228138940692432,-58.13172696439742,23.02028737945596,4351.04211038574,-103.8703233604908,37.75644469244859,23.72987351897838,22.85371343168642,22.358116624231364,32.489753818190714,62
117.37277204789518,24.71762373253442,24.3460689669564,-53.05778214569978,23.049791768633547,4412.294172957356,-102.23113702815712,33.70579730459936,23.71102659582556,22.831548304857492,22.345656338887068,28.76196975893056,62
117.6823386643418,24.688040925348997,24.48104303826056,-53.55922440620376,23.06229638762534,4420.948947770193,-102.04723252865534,33.821799453393304,23.678728981232556,22.834697777017546,22.332949068541947,28.749882403141683,62
116.11163879559749,24.6572720443098,24.58459693987333,-57.49511707089789,23.07810781353853,4401.648222811396,-103.3155419387097,36.49583846147853,23.72240789881788,22.889459953292132,22.324693498600933,31.14349784559052,62
112.95397745531224,24.620749848392563,24.68588668168944,-63.24168907819773,23.10406456309665,4379.657139878572,-106.41097961066193,40.595055672446094,23.91937604919508,22.955196814972908,22.322831418005546,35.031236472377,62
111.0275281763534,24.591644201853573,24.765969521713423,-66.87089474983755,23.12471719149741,4374.723753992067,-108.47903762092578,42.93213974650459,23.82312852560981,23.01186725252139,22.325276264713388,37.38257424784507,62
111.8278059635204,24.574089740806365,24.81433273650353,-66.02209847641481,23.13750740876166,4412.474787560793,-108.47377654068138,41.7265839766303,23.86802072995225,23.05013038849425,22.328727248195506,36.30092118080991,62
114.738800445039,24.566036269617594,24.91999803928778,-60.64532091306189,23.156194150804783,4476.745755448253,-106.74243068649092,37.45760077947975,24.12242182248273,23.074069207892705,22.32868673425569,32.36310554847854,62
118.62423993726624,24.561015248472337,25.06517746361764,-50.61010434877015,23.18131716551632,4552.305729296098,-104.282520798444,30.37568998151228,24.0757737492026,23.090605250126057,22.327391870649077,26.02422974096048,62
122.02324801171126,24.557837008129763,25.157838846386284,-35.752928776308245,23.20834835037425,4642.145362539265,-102.78236996009372,20.47524475163032,24.036360221582854,23.108891636024424,22.332402623664823,17.320114875215776,62
123.29041057537086,24.555559699411774,25.23491594047165,-16.316332257264794,23.240100235754145,4752.546697148737,-103.89609233350214,8.058620725847716,23.862983199622786,23.114716425932823,22.33599298509016,6.344389811082927,62
122.78913021120924,24.564490003651404,25.335712079165205,1.9146184945544735,23.264367100726,4866.53632613062,-106.710825784741,-3.285139718546485,23.848324865763143,23.12373350752793,22.338140797901097,-3.782965726494135,62
122.43927923739112,24.58629254646929,25.45963950791097,15.090180544825586,23.2796683199477,4964.376293470335,-109.0766283237967,-11.444251116575163,23.890289655399677,23.127818577187828,22.341263871468485,-11.08746586410058,62
123.42996232034731,24.60443162216276,25.562233973488937,20.61064605682626,23.3375143492994,5026.807009255737,-109.43083655338084,-14.76110990133129,23.887214453767957,23.13512964676856,22.34620099843421,-14.015673280310429,62
125.3516980488041,24.627990905081912,25.662199720667903,16.35705224665165,23.412180584272125,5025.545501081484,-107.5897727226304,-12.246983243728987,23.8279796856,23.144968258983383,22.34549066882345,-11.702663265740847,62
126.8028892067079,24.65928537536165,25.73935062487232,11.63267194801714,23.462104529750576,5008.614150394385,-105.7677941103669,-9.673691187751572,23.80025105164848,23.151670141131223,22.34128217574397,-9.35737934362415,62
127.61511621949448,24.688908441544523,25.79740202982849,13.181434258254956,23.50048868659495,5030.663091115324,-105.52209733674972,-10.806997462965787,23.85432092588076,23.151537278299458,22.34637324619014,-10.319621078502625,62
126.80122072224697,24.71306400490528,25.83359898516344,20.15260404748298,23.5682132567521,5084.868963383904,-107.4486536011148,-15.051726602574044,23.93717151737789,23.15606220231272,22.35290659985108,-14.12825687272518,62
123.594944454369,24.72482958771229,25.882049296038108,31.62309893150977,23.654532132915826,5167.337019131128,-112.04385852089922,-21.843910946884616,24.107453953416968,23.1634779507264,22.351224595412766,-20.402635452283363,62
118.90974160084502,24.73301934549722,25.94920168076257,43.775448271237074,23.722419245544977,5260.545863979847,-118.03025020432852,-28.896639952173956,24.08247318634489,23.16940843805994,22.34650596220811,-27.018343387960392,62
114.27744494368332,24.73804860633802,26.01959382777293,53.99385627462514,23.773910709218576,5345.694778281369,-123.7197047661055,-34.80177436321856,24.05398596284877,23.18264180913138,22.339345828016608,-32.60347088962994,62
110.03550738645214,24.74165222919949,26.060307132779084,62.49178190837604,23.81358828762145,5427.796637533239,-128.9255603674875,-39.66296384100328,24.04667986222634,23.19575927283447,22.33421536768049,-37.24486581836019,62
106.0806384052726,24.723110203331427,26.08679591345822,69.56242550487426,23.848804100316748,5512.630706551588,-133.80408134123186,-43.59020904859317,24.06446175067153,23.20076153475683,22.32629129654601,-41.02640268294795,62
105.41302602609154,24.677036473193525,26.159346646616036,71.94019616130552,23.87786303986376,5598.879449020727,-135.81624131597428,-44.577453558468754,24.035627940277617,23.201642191303986,22.32456021599719,-41.95623132925353,62
107.76237583358676,24.64340394623799,26.21962420134909,67.1464851051177,23.901769036920296,5684.8523735989065,-135.22940707831643,-41.57875418338703,24.126510490421943,23.20686038896765,22.33392258854869,-38.84285437870564,62
107.75905278385704,24.625473719710804,26.26443456482183,65.14286909781079,23.920637390105203,5757.269122413542,-136.32693395733185,-40.1700083544108,24.197803763937834,23.20906362360526,22.33009074854285,-37.3742712404547,62
102.94254948290776,24.604979483029744,26.297392180421436,71.98614229630326,24.074186964605538,5799.013692219089,-140.96023394972795,-43.92378805143041,24.21419512579434,23.21622709756036,22.32407893569517,-41.14725359000544,62
96.98478493085008,24.59606369645614,26.32208708270819,79.86472083281689,24.26809369705805,5828.525734158206,-146.37799316418824,-48.542651041781866,24.278425169068782,23.2289655981976,22.33640070553943,-45.77365605931551,62
93.3687268947786,24.60756823647936,26.33978175340821,84.49689541395979,24.388225775511525,5865.185183140255,-149.87174016894252,-51.19147789692892,24.38107932334117,23.25710448984398,22.34228304761137,-48.41525112177471,62
94.26271909098784,24.619105604924357,26.359257236060657,84.46993424400044,24.48989067981516,5888.862903108579,-149.40593113987674,-50.79250201606722,24.395981461157863,23.278985722091107,22.33458529347719,-47.99158304723068,62
99.42137901748784,24.62569457658061,26.466383859225093,77.67979806143228,24.578387386985984,5873.319366784424,-144.85218373121484,-46.69486676510599,24.405421072797186,23.30494793356461,22.33176895858842,-43.90171515440501,62
104.48109520880016,24.631736039481783,26.68880886929708,69.05206369748667,24.64179804855656,5849.44947113105,-140.30781709338785,-41.86405637904875,24.541046041689626,23.32326146868422,22.333574108558945,-39.14849141227237,62
107.97960145884136,24.637082721685868,26.80119304623404,62.84408765019518,24.68723377299607,5852.592290771806,-137.46852928120157,-38.411996972594366,24.51851368653545,23.32904712259589,22.33335447607917,-35.67650637473294,62
111.17542583453124,24.652947349303307,26.76024921419646,55.92710885331,24.723491120598435,5849.9720955385255,-134.77891321086693,-34.3996051249697,24.57671955269124,23.34043775820233,22.33104617155457,-31.767174239831736,62
115.36108144159688,24.6852954183824,26.884262154108768,45.58725668150688,24.75155739473399,5801.596698811063,-130.479645622894,-28.57088385401309,24.673018043246813,23.34359864459433,22.333127228503475,-26.331984600153586,62
119.00138988929152,24.70972561756349,27.183731521631845,34.171633284319775,24.769200273308027,5729.021361855315,-126.20070571477066,-22.311031414032666,24.668813203423984,23.355720638851626,22.32466202362223,-20.56840351049245,62
